Only identified by site	Reverse	Potential contaminant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides V-Day1-1	Peptides V-Day1-2	Peptides V-Day1-3	Peptides V-Day2-1	Peptides V-Day2-2	Peptides V-Day2-3	Peptides V-Mock1	Peptides V-Mock2	Peptides V-Mock3	Razor + unique peptides V-Day1-1	Razor + unique peptides V-Day1-2	Razor + unique peptides V-Day1-3	Razor + unique peptides V-Day2-1	Razor + unique peptides V-Day2-2	Razor + unique peptides V-Day2-3	Razor + unique peptides V-Mock1	Razor + unique peptides V-Mock2	Razor + unique peptides V-Mock3	Unique peptides V-Day1-1	Unique peptides V-Day1-2	Unique peptides V-Day1-3	Unique peptides V-Day2-1	Unique peptides V-Day2-2	Unique peptides V-Day2-3	Unique peptides V-Mock1	Unique peptides V-Mock2	Unique peptides V-Mock3	Sequence length	Sequence lengths	Intensity V-Day1-1	Intensity V-Day1-2	Intensity V-Day1-3	Intensity V-Day2-1	Intensity V-Day2-2	Intensity V-Day2-3	Intensity V-Mock1	Intensity V-Mock2	Intensity V-Mock3	LFQ intensity V-Day1-1	LFQ intensity V-Day1-2	LFQ intensity V-Day1-3	LFQ intensity V-Day2-1	LFQ intensity V-Day2-2	LFQ intensity V-Day2-3	LFQ intensity V-Mock1	LFQ intensity V-Mock2	LFQ intensity V-Mock3	Protein IDs	Majority protein IDs
			2	1	1	4.8	2.7	2.7	59.177	0	12.549	890110	1	2	1	1	NaN	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	522	522	0	0	0	0	890110	0	0	0	0	10.6637655811517	10.0541375428968	11.5450033785728	10.8440866390367	12.4326984796306	10.6843734013235	12.7129501978638	11.5883327013916	13.386489688581	tr|A0A0D9RJ47|A0A0D9RJ47_CHLSB	tr|A0A0D9RJ47|A0A0D9RJ47_CHLSB
			2	2	2	3	3	3	92.25	0	19.101	530500	3	2	2	2	NaN	1	0	1	1	0	2	1	0	0	0	0	1	1	0	2	1	0	0	0	0	1	1	0	2	1	0	0	0	802	802	0	33565	307260	0	0	189680	0	0	0	11.0467481531433	12.6980751949865	12.353698209048	11.2961716206513	8.39252161612096	11.5561228178412	11.417881551504	11.7910826358118	12.6284405517567	tr|A0A0D9RJ55|A0A0D9RJ55_CHLSB	tr|A0A0D9RJ55|A0A0D9RJ55_CHLSB
			1	1	1	11.4	11.4	11.4	13.942	0.0026762	7.7421	1418000	1	1	1	1	NaN	1	0	1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	123	123	0	108880	639100	0	327830	342200	0	0	0	11.1481984591019	11.4536821858722	11.7066255180874	11.3572947754286	11.0059753565004	11.7540105981043	11.1595719249004	12.4751812359832	11.1678979947807	tr|A0A0D9RJ64|A0A0D9RJ64_CHLSB	tr|A0A0D9RJ64|A0A0D9RJ64_CHLSB
			2	2	2	6.7	6.7	6.7	42.811	0.0018957	11.264	0	2	2	2	2	NaN	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	387	387	0	0	0	0	0	0	0	0	0	11.5553075118663	10.3960585865362	8.7891940708779	11.5139443927384	12.3436828479463	9.82083936679149	12.4142653623066	13.1635675275289	10.9466976212697	tr|A0A0D9RJ90|A0A0D9RJ90_CHLSB	tr|A0A0D9RJ90|A0A0D9RJ90_CHLSB
			8	8	8	19.1	19.1	19.1	60.271	0	60.535	12088000	12	8	8	8	NaN	1	0	1	1	6	6	3	0	0	0	0	1	1	6	6	3	0	0	0	0	1	1	6	6	3	0	0	0	556	556	0	17874	532460	2125100	8753800	659230	0	0	0	10.4827755976269	12.7661768878182	11.9545598469998	15.9042582828005	15.9912339515075	13.7545743833254	12.3940793743618	11.8165974702344	12.0282931201317	tr|A0A0D9RJC0|A0A0D9RJC0_CHLSB	tr|A0A0D9RJC0|A0A0D9RJC0_CHLSB
			6	6	6	40.7	40.7	40.7	30.031	0	66.018	39487000	24	6	6	6	NaN	1	2	3	5	3	4	4	0	0	0	2	3	5	3	4	4	0	0	0	2	3	5	3	4	4	0	0	0	268	268	364860	3193200	15941000	693150	11992000	7302200	0	0	0	13.8731556984857	16.2937590096679	17.0970239174733	15.9167192129766	15.7336773938943	15.9460381306504	11.8138411260898	11.9540175006054	12.4833164259079	tr|A0A0D9RJC4|A0A0D9RJC4_CHLSB	tr|A0A0D9RJC4|A0A0D9RJC4_CHLSB
			57	57	57	48.9	48.9	48.9	125.08	0	323.31	927840000	353	57	57	57	NaN	1	14	32	45	25	55	25	1	2	4	14	32	45	25	55	25	1	2	4	14	32	45	25	55	25	1	2	4	1126	1126	8921000	122480000	286260000	35707000	422640000	51499000	47865	152100	126040	19.8156741122594	22.7326444284916	23.1790252317693	21.0605877550535	21.8921544139742	20.8626464373275	14.6796450323457	14.792332771953	16.36201228916	tr|A0A0D9RJE1|A0A0D9RJE1_CHLSB	tr|A0A0D9RJE1|A0A0D9RJE1_CHLSB
			2	2	2	7.3	7.3	7.3	48.598	0	22.888	2476100	4	2	2	2	NaN	1	0	0	1	2	2	1	0	0	0	0	0	1	2	2	1	0	0	0	0	0	1	2	2	1	0	0	0	426	426	0	0	608420	247820	1312500	307370	0	0	0	12.6155228967775	11.5103214092007	13.2746256674963	12.8481534404932	12.7767414433999	13.037203741152	12.3235313476905	12.0760220663698	11.839582046384	tr|A0A0D9RJE9|A0A0D9RJE9_CHLSB	tr|A0A0D9RJE9|A0A0D9RJE9_CHLSB
			8	8	7	32.2	32.2	29.8	36.938	0	169.56	34043000	25	8	8	7	NaN	1	1	6	6	6	7	5	0	0	0	1	6	6	6	7	5	0	0	0	0	5	5	5	6	5	0	0	0	326	326	19152	2176300	8868300	1966500	12613000	8399900	0	0	0	15.1556878931594	16.0554730986444	15.9465179589086	15.8301685540863	15.9040936036707	16.298706995621	12.5005925344726	12.5203150046608	10.2392064408414	tr|A0A0D9RJK6|A0A0D9RJK6_CHLSB	tr|A0A0D9RJK6|A0A0D9RJK6_CHLSB
			2	2	2	1.8	1.8	1.8	128.79	0.0018868	11.158	730670	3	2	2	2	NaN	1	0	1	1	0	2	1	0	0	0	0	1	1	0	2	1	0	0	0	0	1	1	0	2	1	0	0	0	1128	1128	0	48533	363410	0	175720	143010	0	0	0	10.7136063873495	10.7629633185574	11.5233169123127	11.4503176171923	10.1676690275019	10.6353553607011	11.7549881376988	11.6265164457938	11.4778724862595	tr|A0A0D9RJN5|A0A0D9RJN5_CHLSB	tr|A0A0D9RJN5|A0A0D9RJN5_CHLSB
			3	3	3	8.6	8.6	8.6	57.323	0	23.531	1634600	4	NaN	NaN	NaN	NaN	2	0	0	1	0	0	3	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	0	0	3	0	0	0	509	NaN	0	0	354640	0	0	1280000	0	0	0	11.287228559138	12.2137469531888	11.1377596613522	9.33669212252152	9.88614068052003	12.7908618900494	13.0505878849115	12.7418377851807	11.1428409267547	tr|A0A0D9RJQ8|A0A0D9RJQ8_CHLSB;tr|A0A0D9RJP4|A0A0D9RJP4_CHLSB	tr|A0A0D9RJQ8|A0A0D9RJQ8_CHLSB
			2	2	2	6.3	6.3	6.3	65.887	0	13.903	1172900	2	2	2	2	NaN	1	0	1	2	0	2	0	0	0	0	0	1	2	0	2	0	0	0	0	0	1	2	0	2	0	0	0	0	559	559	0	26989	187570	0	958370	0	0	0	0	10.3455038610077	14.3639978223584	14.6981077606083	10.6009024929006	12.7407926722777	10.4309677013654	12.5991664275953	13.5156156008697	10.7666753483544	tr|A0A0D9RJT6|A0A0D9RJT6_CHLSB	tr|A0A0D9RJT6|A0A0D9RJT6_CHLSB
			54	54	47	84.1	84.1	75.5	53.708	0	323.31	3431400000	455	NaN	NaN	NaN	NaN	4	15	32	33	44	52	53	9	13	13	15	32	33	44	52	53	9	13	13	14	28	28	39	45	46	8	11	10	466	NaN	4269800	56174000	219540000	186780000	1746600000	1215500000	784830	903710	854650	21.1885791875302	20.8432984947412	20.7361178146186	22.3295905195054	23.1768968917198	23.5934321576026	19.2094581253572	19.7580865499657	19.4213580984278	tr|A0A0D9RJU1|A0A0D9RJU1_CHLSB;tr|A0A0D9R1E9|A0A0D9R1E9_CHLSB;tr|A0A0D9QZ86|A0A0D9QZ86_CHLSB;tr|A0A0D9RUC0|A0A0D9RUC0_CHLSB	tr|A0A0D9RJU1|A0A0D9RJU1_CHLSB
			17	17	12	31.7	31.7	21.7	69.276	0	147.97	61452000	37	NaN	NaN	NaN	NaN	2	2	2	9	9	14	8	1	2	0	2	2	9	9	14	8	1	2	0	1	1	6	7	9	5	0	1	0	584	NaN	532040	400770	11931000	4099300	32671000	11738000	11199	69090	0	15.465375087089	13.5856667697324	16.5152994447089	16.7557743033302	17.3335047980635	17.6635858993996	14.0529925102032	15.4024458624695	11.8778062176583	tr|A0A0D9RJV9|A0A0D9RJV9_CHLSB;tr|A0A0D9S2M1|A0A0D9S2M1_CHLSB	tr|A0A0D9RJV9|A0A0D9RJV9_CHLSB
			22	22	18	48.7	48.7	45.1	59.561	0	323.31	1873400000	325	22	22	18	NaN	1	7	20	21	18	21	20	0	1	2	7	20	21	18	21	20	0	1	2	6	16	17	14	17	16	0	0	2	556	556	20042000	265200000	630490000	66168000	573050000	318280000	0	41942	95717	20.1283014975464	22.7200037177972	22.3861393067512	21.7528706092137	21.882372888878	21.8175723595068	11.651849604322	13.8204781629363	15.120237877342	tr|A0A0D9RJZ5|A0A0D9RJZ5_CHLSB	tr|A0A0D9RJZ5|A0A0D9RJZ5_CHLSB
			2	2	2	8.7	8.7	8.7	31.51	0	14.568	5036600	1	2	2	2	NaN	1	0	1	1	0	0	2	0	0	0	0	1	1	0	0	2	0	0	0	0	1	1	0	0	2	0	0	0	277	277	0	87889	3211700	0	0	1737000	0	0	0	11.1582863511561	11.5843631113477	10.7179123420794	10.295467925211	8.5582781496701	13.9876193119243	11.4721933070258	11.6864305028816	11.8467742633109	tr|A0A0D9RK05|A0A0D9RK05_CHLSB	tr|A0A0D9RK05|A0A0D9RK05_CHLSB
			1	1	1	1.1	1.1	1.1	120.1	0.0026643	7.6168	394560	4	1	1	1	NaN	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1274	1274	45780	56415	21785	0	41628	127860	40043	0	61041	15.3016033642667	13.8777634182826	12.5661967779803	10.6480121153026	12.1391036381981	13.8559391012158	15.2044183082894	12.5729563782595	15.9501685627217	tr|A0A0D9RK13|A0A0D9RK13_CHLSB	tr|A0A0D9RK13|A0A0D9RK13_CHLSB
			7	7	7	12.5	12.5	12.5	100.15	0	59.463	18817000	12	7	7	7	NaN	1	1	2	4	5	7	1	0	0	0	1	2	4	5	7	1	0	0	0	1	2	4	5	7	1	0	0	0	843	843	17595	328760	3118000	1751000	12983000	618590	0	0	0	15.0381902579938	15.3179778224071	15.963054107666	15.6469805220342	16.5885975289593	13.4907255503239	11.9226965716971	13.3390257704534	12.3511973457905	tr|A0A0D9RK24|A0A0D9RK24_CHLSB	tr|A0A0D9RK24|A0A0D9RK24_CHLSB
			1	1	1	9.6	9.6	9.6	31.269	0.0025402	6.9112	1625800	2	1	1	1	NaN	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	281	281	0	0	1625800	0	0	0	0	0	0	11.1396936174117	10.4187638003251	13.3344129662911	11.8349927529058	9.68282913813456	12.4310938613382	13.4663358963442	12.5413628062587	12.1215339859039	tr|A0A0D9RK39|A0A0D9RK39_CHLSB	tr|A0A0D9RK39|A0A0D9RK39_CHLSB
			2	2	2	1.5	1.5	1.5	171.08	0.0027855	10.683	1016800	2	2	2	2	NaN	1	0	1	1	1	2	0	0	0	0	0	1	1	1	2	0	0	0	0	0	1	1	1	2	0	0	0	0	1514	1514	0	26358	57452	106450	826560	0	0	0	0	11.9455952176546	13.3087656316035	13.6401319387646	13.8710388986595	10.424691191513	9.65327746522407	12.7363364563148	11.1155652370483	13.1409560082537	tr|A0A0D9RK65|A0A0D9RK65_CHLSB	tr|A0A0D9RK65|A0A0D9RK65_CHLSB
			2	2	2	10.4	10.4	10.4	36.029	0	19.824	9247500	9	2	2	2	NaN	1	1	2	2	2	2	2	1	2	1	1	2	2	2	2	2	1	2	1	1	2	2	2	2	2	1	2	1	335	335	98580	988530	1838900	836560	2487400	2827700	16661	110710	42531	14.4476644242824	14.2594490462857	13.4211443865302	14.2691266791494	13.0411799987713	14.6826654642458	14.7470390710955	15.3439143756088	14.9791572107406	tr|A0A0D9RKC1|A0A0D9RKC1_CHLSB	tr|A0A0D9RKC1|A0A0D9RKC1_CHLSB
			1	1	1	1.2	1.2	1.2	105.66	0.0027422	8.8813	730490	2	1	1	1	NaN	1	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	907	907	0	177590	0	109810	443100	0	0	0	0	11.3435935623138	12.186578551633	10.6476214138387	11.9914864159982	11.4263695979158	11.5632115741037	11.3181902600195	12.4703617239735	11.6307921135252	tr|A0A0D9RKG1|A0A0D9RKG1_CHLSB	tr|A0A0D9RKG1|A0A0D9RKG1_CHLSB
			20	17	17	56	47.5	47.5	47.01	0	323.31	358980000	74	NaN	NaN	NaN	NaN	2	5	12	16	13	16	15	1	2	1	3	10	13	10	13	12	0	1	0	3	10	13	10	13	12	0	1	0	434	NaN	1154600	8988900	92122000	23207000	125770000	107700000	0	38264	0	17.6270635868207	17.55943684306	18.9735404261234	19.0524247675662	19.6065895574961	19.7922374365317	12.9985966678182	16.5954031890876	12.3462528187166	tr|A0A0D9RKG6|A0A0D9RKG6_CHLSB;tr|A0A0D9RCT5|A0A0D9RCT5_CHLSB	tr|A0A0D9RKG6|A0A0D9RKG6_CHLSB
			4	4	4	17.9	17.9	17.9	39.238	0	24.839	7353100	7	4	4	4	NaN	1	0	4	3	1	1	1	0	0	0	0	4	3	1	1	1	0	0	0	0	4	3	1	1	1	0	0	0	369	369	0	1387300	4402700	196570	946410	420170	0	0	0	11.458861442001	13.9488234774507	15.36963142314	12.9685948006285	12.7073159886415	12.6195551527838	12.5983383158192	13.2070190352357	11.1454241985156	tr|A0A0D9RKH1|A0A0D9RKH1_CHLSB	tr|A0A0D9RKH1|A0A0D9RKH1_CHLSB
			13	13	13	88.6	88.6	88.6	15.054	0	148.54	258050000	51	NaN	NaN	NaN	NaN	2	4	6	12	6	8	8	0	1	2	4	6	12	6	8	8	0	1	2	4	6	12	6	8	8	0	1	2	140	NaN	538580	9078200	107880000	10103000	75850000	54213000	0	65387	325170	18.5477380355109	18.0177001225072	19.674402636637	18.159605299589	17.9486067786549	19.3633733586588	12.4818760571171	16.7483239024161	18.7900111530146	tr|A0A0D9RKH2|A0A0D9RKH2_CHLSB;tr|A0A0D9S607|A0A0D9S607_CHLSB	tr|A0A0D9RKH2|A0A0D9RKH2_CHLSB
			37	37	37	32.7	32.7	32.7	158.62	0	323.31	113360000	123	NaN	NaN	NaN	NaN	2	1	12	22	18	34	10	4	0	6	1	12	22	18	34	10	4	0	6	1	12	22	18	34	10	4	0	6	1398	NaN	32690	6732300	23567000	6507300	68496000	7601700	107080	0	314850	15.5752437760815	17.8017083589165	18.5775837229632	18.9844852157265	19.0363882833434	17.7246737173831	17.3878490508349	13.3628535860549	18.510014629628	tr|A0A0D9RKP7|A0A0D9RKP7_CHLSB;tr|A0A0D9RFK6|A0A0D9RFK6_CHLSB	tr|A0A0D9RKP7|A0A0D9RKP7_CHLSB
			9	9	8	20.5	20.5	20.5	60.101	0	125.06	28906000	24	NaN	NaN	NaN	NaN	7	0	3	6	4	9	3	0	0	0	0	3	6	4	9	3	0	0	0	0	2	5	3	8	3	0	0	0	537	NaN	0	368270	5985600	1170300	18938000	2444000	0	0	0	11.133844538877	14.9972235939814	15.5239294436517	15.6681924928493	15.8672304688593	15.6163765371075	13.7145287313666	12.6439942551917	12.4639219621844	tr|A0A0D9RKP8|A0A0D9RKP8_CHLSB;tr|A0A0D9RE77|A0A0D9RE77_CHLSB;tr|A0A0D9RDQ8|A0A0D9RDQ8_CHLSB;tr|A0A0D9S301|A0A0D9S301_CHLSB;tr|A0A0D9RUJ3|A0A0D9RUJ3_CHLSB;tr|A0A0D9R4Q8|A0A0D9R4Q8_CHLSB;tr|A0A0D9RD48|A0A0D9RD48_CHLSB	tr|A0A0D9RKP8|A0A0D9RKP8_CHLSB
			5	5	5	10.5	10.5	10.5	64.451	0	32.47	6062100	5	5	5	5	NaN	1	1	1	1	1	5	1	0	0	0	1	1	1	1	5	1	0	0	0	1	1	1	1	5	1	0	0	0	561	561	34258	48250	62204	241400	5676000	0	0	0	0	11.5089282989553	10.9944447162827	10.4337109708284	10.5379555338826	15.2635993155554	9.57543957075582	11.9949201479364	12.8067827244634	13.8987858466769	tr|A0A0D9RKS7|A0A0D9RKS7_CHLSB	tr|A0A0D9RKS7|A0A0D9RKS7_CHLSB
			7	6	6	32	28.7	28.7	31.263	0	75.907	67100000	20	7	6	6	NaN	1	3	5	4	5	5	6	1	1	0	2	4	3	4	4	5	0	0	0	2	4	3	4	4	5	0	0	0	272	272	695040	4332400	32000000	2174000	20705000	7193600	0	0	0	16.7249401184624	16.626849764469	17.6189159760117	16.0560025863154	16.5267437429997	15.9322839686601	11.9943073431448	11.6752236775492	13.7662511916111	tr|A0A0D9RKT0|A0A0D9RKT0_CHLSB	tr|A0A0D9RKT0|A0A0D9RKT0_CHLSB
			26	26	26	53.8	53.8	53.8	67.847	0	323.31	241110000	91	26	26	26	NaN	1	1	8	16	13	25	14	4	2	4	1	8	16	13	25	14	4	2	4	1	8	16	13	25	14	4	2	4	623	623	92263	4619400	39059000	10991000	147810000	37954000	156370	260700	159310	16.7825119747891	17.9192241453359	18.716926609389	18.039979278705	19.7279835870395	19.0989008032446	17.9011850976427	15.911017407797	17.7778332022579	tr|A0A0D9RKT4|A0A0D9RKT4_CHLSB	tr|A0A0D9RKT4|A0A0D9RKT4_CHLSB
			11	11	11	16.1	16.1	16.1	91.087	0	91.868	10939000	17	11	11	11	NaN	1	1	1	3	3	11	1	0	0	0	1	1	3	3	11	1	0	0	0	1	1	3	3	11	1	0	0	0	808	808	42151	146010	2544500	1099700	6931600	175280	0	0	0	15.5083828445732	12.9277779620823	16.030925722364	15.3287800966361	15.7717215778192	11.2015726041354	11.5892348241177	12.0120124592047	12.4818272990068	tr|A0A0D9RKU0|A0A0D9RKU0_CHLSB	tr|A0A0D9RKU0|A0A0D9RKU0_CHLSB
			6	6	6	53.8	53.8	53.8	12.259	0	252.33	56747000	22	6	6	6	NaN	1	1	4	6	2	4	2	0	1	0	1	4	6	2	4	2	0	1	0	1	4	6	2	4	2	0	1	0	104	104	383240	3741300	36333000	2879700	11854000	1538500	0	18070	0	16.8281116851801	16.3298839117477	18.2926182090269	16.3174479457931	16.8201540262373	14.285763425404	13.3447670815091	15.821275727764	12.4313541062101	tr|A0A0D9RKV5|A0A0D9RKV5_CHLSB	tr|A0A0D9RKV5|A0A0D9RKV5_CHLSB
			58	58	58	62.1	62.1	62.1	94.65	0	323.31	3529500000	716	58	58	58	NaN	1	21	39	43	35	54	35	3	1	3	21	39	43	35	54	35	3	1	3	21	39	43	35	54	35	3	1	3	847	847	50127000	644200000	966150000	210020000	1352300000	306460000	149790	48796	75177	23.0710871793363	24.4067183201959	24.4704170900684	23.6962544218463	23.7147108767955	22.5865768582183	15.8054667916795	13.3124575697466	15.3393628997672	tr|A0A0D9RKW3|A0A0D9RKW3_CHLSB	tr|A0A0D9RKW3|A0A0D9RKW3_CHLSB
			1	1	1	3.4	3.4	3.4	33.718	0.0026738	7.7375	9121700	4	1	1	1	NaN	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	0	0	1	291	291	53353	458200	3200100	0	2612400	2723600	0	0	74032	13.1265270285072	13.8394006489884	14.5960150005218	9.90086234765932	13.8650566072804	14.9210970881068	12.8090655154461	12.1042481696575	15.1238789031853	tr|A0A0D9RKX5|A0A0D9RKX5_CHLSB	tr|A0A0D9RKX5|A0A0D9RKX5_CHLSB
			8	3	3	23.7	11.1	11.1	43.727	0	48.378	16192000	14	8	3	3	NaN	1	0	6	5	3	7	4	0	0	0	0	3	2	1	3	2	0	0	0	0	3	2	1	3	2	0	0	0	371	371	0	1632900	5170800	180950	8206500	1000800	0	0	0	10.299316170442	15.3811373389686	15.1234747982441	14.5881290073863	15.0508689632907	13.6320864128352	13.7408126613603	11.7301667386904	11.2376729569825	tr|A0A0D9RKX8|A0A0D9RKX8_CHLSB	tr|A0A0D9RKX8|A0A0D9RKX8_CHLSB
			2	2	2	3.3	3.3	3.3	100.13	0	13.14	1299600	2	NaN	NaN	NaN	NaN	2	0	0	0	1	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	2	0	0	0	0	906	NaN	0	0	0	125640	1173900	0	0	0	0	10.8742180122716	9.92626115592497	8.54878464775603	12.6262565979432	12.4584835139077	11.2715426687837	12.9811067965762	12.4884963850656	12.4169053997643	tr|A0A0D9RKY1|A0A0D9RKY1_CHLSB;tr|A0A0D9RTM3|A0A0D9RTM3_CHLSB	tr|A0A0D9RKY1|A0A0D9RKY1_CHLSB;tr|A0A0D9RTM3|A0A0D9RTM3_CHLSB
			20	20	20	34.9	34.9	34.9	73.597	0	199.48	68407000	53	20	20	20	NaN	1	2	5	6	16	14	5	5	2	3	2	5	6	16	14	5	5	2	3	2	5	6	16	14	5	5	2	3	679	679	132140	3044300	7666300	15516000	32462000	9060100	298370	70845	156880	15.7998633992987	16.009631825101	16.8769964862207	18.2581979524896	18.3461587638045	16.2431739834729	18.3943957031292	16.9028932308647	17.4738959658556	tr|A0A0D9RKY9|A0A0D9RKY9_CHLSB	tr|A0A0D9RKY9|A0A0D9RKY9_CHLSB
			8	2	2	10.4	2.5	2.5	105.54	0.0009901	12.132	525030	2	8	2	2	NaN	1	1	1	2	4	7	5	1	1	1	0	0	0	1	2	1	0	0	0	0	0	0	1	2	1	0	0	0	914	914	0	0	0	50926	398740	75359	0	0	0	10.6156954522489	11.8287632621647	11.0219140648468	12.34493388195	12.2615073092021	12.8368393597487	12.723755315427	13.410600234512	13.3186628895821	tr|A0A0D9RKZ5|A0A0D9RKZ5_CHLSB	tr|A0A0D9RKZ5|A0A0D9RKZ5_CHLSB
			2	2	2	7.3	7.3	7.3	29.268	0	13.779	5620700	3	2	2	2	NaN	1	0	1	2	1	2	1	0	0	0	0	1	2	1	2	1	0	0	0	0	1	2	1	2	1	0	0	0	260	260	0	110730	2669800	185930	1603100	1051100	0	0	0	12.8167333752944	12.0959244199985	13.5222137001117	12.625343557573	12.2629463480292	13.9541963103869	12.5838417407559	12.8650549248302	13.4004810036902	tr|A0A0D9RL35|A0A0D9RL35_CHLSB	tr|A0A0D9RL35|A0A0D9RL35_CHLSB
			1	1	1	9.4	9.4	9.4	30.426	0.0027523	9.0326	1593200	3	1	1	1	NaN	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	265	265	66911	203030	573570	146030	603630	0	0	0	0	12.9079797197198	12.3373710251697	11.7883105037009	12.3598593502878	11.4237462291148	10.8264603351063	12.3747898794213	12.8002174450929	11.4533941965475	tr|A0A0D9RL41|A0A0D9RL41_CHLSB	tr|A0A0D9RL41|A0A0D9RL41_CHLSB
			20	20	18	38.6	38.6	35.3	73.128	0	265.21	184500000	87	20	20	18	NaN	1	4	11	18	8	15	9	1	0	1	4	11	18	8	15	9	1	0	1	2	9	16	6	13	7	0	0	0	648	648	1599500	10212000	77749000	6928100	74058000	13859000	13910	0	78178	18.1783049881516	18.6072580615878	20.0237760074213	18.1961410297182	18.8427309061845	17.8984124416842	14.2294196882304	11.7347855935465	13.3940606990546	tr|A0A0D9RL59|A0A0D9RL59_CHLSB	tr|A0A0D9RL59|A0A0D9RL59_CHLSB
			5	5	5	12.9	12.9	12.9	56.142	0	66.226	8673200	8	5	5	5	NaN	1	0	1	3	3	4	2	0	0	0	0	1	3	3	4	2	0	0	0	0	1	3	3	4	2	0	0	0	504	504	0	89434	2069200	454690	5138700	921100	0	0	0	12.1978803069102	13.742309436084	13.4123052049553	13.4105838486378	13.7302578356548	13.7591599959268	11.9998140149	10.9994419043876	11.3043318009656	tr|A0A0D9RL72|A0A0D9RL72_CHLSB	tr|A0A0D9RL72|A0A0D9RL72_CHLSB
			2	2	2	10.9	10.9	10.9	33.763	0	33.468	3683100	3	2	2	2	NaN	1	0	2	2	1	1	2	0	0	0	0	2	2	1	1	2	0	0	0	0	2	2	1	1	2	0	0	0	303	303	0	222840	964960	111630	1541000	842660	0	0	0	11.207227021919	12.2801327815998	12.121889614445	12.4993227156486	13.1640741206146	12.6234471533186	12.6444934613346	13.0140914541704	11.4458503999857	tr|A0A0D9RL79|A0A0D9RL79_CHLSB	tr|A0A0D9RL79|A0A0D9RL79_CHLSB
			5	5	5	25.6	25.6	25.6	24.262	0	67.5	17810000	9	5	5	5	NaN	1	2	3	4	2	3	3	0	0	0	2	3	4	2	3	3	0	0	0	2	3	4	2	3	3	0	0	0	215	215	1000800	819060	6180900	600990	6014400	3194300	0	0	0	17.7562956965563	16.7588998399364	16.5931138792675	16.9396251241952	16.4550381899438	16.6425876385359	12.3936581222465	13.1894304825819	12.8620526969216	tr|A0A0D9RL86|A0A0D9RL86_CHLSB	tr|A0A0D9RL86|A0A0D9RL86_CHLSB
			34	34	34	53.9	53.9	53.9	80.474	0	323.31	763730000	218	34	34	34	NaN	1	10	25	18	27	28	18	17	9	13	10	25	18	27	28	18	17	9	13	10	25	18	27	28	18	17	9	13	725	725	15429000	104480000	79281000	74250000	297500000	115860000	13421000	14363000	49152000	20.4060305717678	21.2109209974526	19.268126186023	21.325808304234	20.5220029212554	20.064869045554	22.160110235777	22.8411880849802	22.4812623802338	tr|A0A0D9RLA4|A0A0D9RLA4_CHLSB	tr|A0A0D9RLA4|A0A0D9RLA4_CHLSB
			3	3	3	28.7	28.7	28.7	17.17	0	59.202	29281000	10	3	3	3	NaN	1	0	3	3	0	2	2	0	0	0	0	3	3	0	2	2	0	0	0	0	3	3	0	2	2	0	0	0	157	157	0	4077600	21975000	0	2521200	706960	0	0	0	11.1356654594471	16.6653914385553	16.8771163462333	9.66426492845662	13.8405812505608	14.1324193991604	12.030486182854	12.3592916233596	13.1696098340854	tr|A0A0D9RLC1|A0A0D9RLC1_CHLSB	tr|A0A0D9RLC1|A0A0D9RLC1_CHLSB
			3	3	3	22.2	22.2	22.2	15.123	0	24.269	5947800	8	NaN	NaN	NaN	NaN	3	1	1	3	2	2	1	1	0	0	1	1	3	2	2	1	1	0	0	1	1	3	2	2	1	1	0	0	135	NaN	36378	153830	3080100	304430	809580	1519600	43778	0	0	14.8990736434692	12.4193018638776	13.3107547722153	13.1617302568188	13.8197799318385	15.518130612695	16.2184875577975	12.9812690169263	12.3426643395731	tr|A0A0D9RLE5|A0A0D9RLE5_CHLSB;tr|A0A0D9SDV5|A0A0D9SDV5_CHLSB;tr|A0A0D9S9U0|A0A0D9S9U0_CHLSB	tr|A0A0D9RLE5|A0A0D9RLE5_CHLSB;tr|A0A0D9SDV5|A0A0D9SDV5_CHLSB
